Date,Open,High,Low,Close,Adj Close,Volume
2023-06-23,3697.000000,3705.899902,3640.100098,3675.699951,3667.162842,172186
2023-06-26,3679.949951,3713.000000,3645.100098,3699.350098,3690.758057,214506
2023-06-27,3695.500000,3722.550049,3688.500000,3706.199951,3697.592041,205417
2023-06-28,3734.000000,3781.600098,3682.300049,3764.750000,3756.006104,435094
2023-06-30,3764.000000,3775.899902,3724.699951,3766.449951,3757.702148,195272
2023-07-03,3770.000000,3788.000000,3714.449951,3727.449951,3718.792725,136744
2023-07-04,3727.000000,3749.899902,3670.000000,3703.199951,3694.599121,251167
2023-07-05,3702.000000,3759.000000,3700.250000,3710.000000,3701.383301,229547
2023-07-06,3724.750000,3760.000000,3710.649902,3730.750000,3722.085205,217269
2023-07-07,3711.550049,3748.750000,3680.100098,3690.449951,3681.878662,181797
2023-07-10,3700.000000,3713.800049,3638.149902,3647.449951,3638.978516,237350
2023-07-11,3666.500000,3776.000000,3651.050049,3766.600098,3757.852051,401637
2023-07-12,3799.800049,3876.149902,3794.750000,3828.850098,3819.957275,915976
2023-07-13,3840.399902,3840.399902,3704.000000,3728.350098,3719.690918,437516
2023-07-14,3747.949951,3755.000000,3681.100098,3689.800049,3681.230225,480955
2023-07-17,3724.000000,3734.250000,3687.050049,3702.100098,3693.501709,328623
2023-07-18,3705.100098,3738.000000,3680.000000,3701.649902,3693.052734,296474
2023-07-19,3684.199951,3750.000000,3684.199951,3710.350098,3701.732666,298054
2023-07-20,3718.000000,3743.949951,3510.550049,3635.399902,3626.956543,665457
2023-07-21,3637.000000,3662.949951,3605.550049,3613.949951,3605.556396,349749
2023-07-24,3620.000000,3711.600098,3605.050049,3694.899902,3686.318359,275127
2023-07-25,3699.850098,3729.399902,3666.300049,3692.750000,3684.173340,338623
2023-07-26,3699.000000,3772.000000,3672.050049,3763.300049,3754.559570,204966
2023-07-27,3764.949951,3792.949951,3738.800049,3752.000000,3743.285889,175794
2023-07-28,3765.000000,3864.300049,3743.350098,3857.699951,3848.740234,406503
2023-07-31,3939.399902,4068.850098,3902.500000,3983.000000,3973.749268,1607883
2023-08-01,4005.000000,4005.000000,3878.000000,3890.949951,3881.913086,328095
2023-08-02,3890.000000,3897.449951,3787.500000,3819.000000,3810.130127,322264
2023-08-03,3822.949951,3867.800049,3725.000000,3794.949951,3786.135986,446910
2023-08-04,3810.000000,3828.750000,3763.449951,3776.000000,3767.229980,262969
2023-08-07,3810.000000,3866.000000,3793.050049,3834.100098,3825.195313,347153
2023-08-08,3846.000000,3846.000000,3722.000000,3779.350098,3770.572266,380453
2023-08-09,3799.899902,3800.000000,3678.649902,3732.100098,3723.432129,857170
2023-08-10,3736.000000,3749.949951,3654.250000,3668.449951,3659.929688,295237
2023-08-11,3669.899902,3709.149902,3643.149902,3652.750000,3644.266357,215348
2023-08-14,3666.199951,3674.750000,3567.000000,3602.600098,3594.232910,272162
2023-08-16,3600.000000,3628.350098,3566.850098,3607.350098,3598.971924,224293
2023-08-17,3624.000000,3629.000000,3565.500000,3576.050049,3567.744385,225812
2023-08-18,3578.000000,3632.000000,3578.000000,3606.100098,3597.724854,394702
2023-08-21,3632.800049,3666.449951,3613.300049,3652.850098,3644.366211,307091
2023-08-22,3662.899902,3688.050049,3651.050049,3663.649902,3655.140869,179180
2023-08-23,3665.000000,3738.000000,3665.000000,3718.350098,3709.714111,322157
2023-08-24,3738.899902,3848.250000,3732.100098,3803.600098,3794.766113,731596
2023-08-25,3806.000000,3865.000000,3779.600098,3786.949951,3778.154541,391052
2023-08-28,3795.949951,3862.899902,3783.250000,3847.000000,3838.065186,274489
2023-08-29,3869.000000,3885.000000,3851.500000,3865.350098,3856.372559,313378
2023-08-30,3885.000000,3890.000000,3857.050049,3866.850098,3857.869141,249576
2023-08-31,3865.000000,3992.949951,3846.199951,3922.100098,3912.990723,700970
2023-09-01,3922.100098,3924.850098,3842.050049,3887.050049,3878.022217,267339
2023-09-04,3890.000000,3918.199951,3825.250000,3892.250000,3883.209961,193728
2023-09-05,3900.000000,3926.899902,3882.850098,3900.350098,3891.291260,229345
2023-09-06,3920.000000,3954.000000,3897.800049,3944.800049,3935.637939,234195
2023-09-07,3948.750000,3981.399902,3930.000000,3939.949951,3930.799316,217067
2023-09-08,3945.000000,3973.899902,3928.050049,3945.600098,3936.436279,157838
2023-09-11,3945.600098,3999.899902,3935.050049,3954.750000,3945.564941,311575
2023-09-12,3966.699951,3982.800049,3813.050049,3839.899902,3830.981445,342079
2023-09-13,3854.800049,3854.800049,3800.199951,3828.649902,3819.757568,141144
2023-09-14,3836.699951,3851.000000,3801.000000,3828.149902,3819.258789,167009
2023-09-15,3841.600098,3853.949951,3805.000000,3810.850098,3801.999268,394857
2023-09-18,3810.850098,3830.899902,3760.800049,3778.750000,3769.973633,148796
2023-09-20,3773.800049,3809.949951,3749.649902,3774.100098,3765.334473,293039
2023-09-21,3770.000000,3817.850098,3723.000000,3740.000000,3731.313721,272125
2023-09-22,3748.149902,3766.100098,3680.100098,3689.050049,3680.481934,143688
2023-09-25,3710.000000,3714.800049,3662.000000,3694.600098,3686.019287,144144
2023-09-26,3700.000000,3708.300049,3668.850098,3680.300049,3671.752441,193606
2023-09-27,3680.000000,3735.000000,3643.149902,3725.550049,3716.897217,220587
2023-09-28,3740.949951,3740.949951,3615.000000,3626.550049,3618.127197,265805
2023-09-29,3629.149902,3689.949951,3629.149902,3672.500000,3663.970459,179693
2023-10-03,3660.000000,3672.000000,3558.500000,3569.649902,3561.359131,693631
2023-10-04,3570.000000,3602.050049,3495.850098,3501.399902,3493.267822,778630
2023-10-05,3519.000000,3554.399902,3505.300049,3519.699951,3511.525146,279328
2023-10-06,3544.699951,3575.000000,3502.000000,3533.000000,3524.794434,438595
2023-10-09,3520.000000,3557.350098,3468.649902,3541.949951,3533.723633,272565
2023-10-10,3537.000000,3604.100098,3537.000000,3591.050049,3582.709717,235853
2023-10-11,3626.000000,3633.949951,3545.550049,3558.500000,3550.235107,467975
2023-10-12,3560.050049,3610.000000,3558.500000,3601.000000,3592.636475,226781
2023-10-13,3565.000000,3609.300049,3562.300049,3592.199951,3583.856934,157863
2023-10-16,3600.000000,3619.000000,3576.050049,3602.050049,3593.684082,288192
2023-10-17,3624.800049,3624.800049,3580.000000,3593.050049,3584.705078,227304
2023-10-18,3595.000000,3611.000000,3485.000000,3492.350098,3484.239014,530718
2023-10-19,3487.949951,3487.949951,3435.199951,3463.750000,3455.705322,414268
2023-10-20,3449.949951,3474.949951,3416.050049,3441.800049,3433.806396,249749
2023-10-23,3441.800049,3474.500000,3403.050049,3414.750000,3406.819092,190279
2023-10-25,3414.750000,3441.850098,3385.000000,3432.850098,3424.877197,239914
2023-10-26,3420.000000,3432.949951,3350.000000,3406.750000,3398.837646,404993
2023-10-27,3400.000000,3448.949951,3384.750000,3427.000000,3419.040527,155625
2023-10-30,3400.149902,3463.949951,3400.000000,3430.600098,3422.632324,127405
2023-10-31,3421.000000,3430.000000,3246.000000,3330.949951,3323.213623,1172326
2023-11-01,3340.000000,3359.000000,3313.800049,3325.649902,3317.925781,351542
2023-11-02,3334.899902,3381.800049,3329.000000,3370.899902,3363.070801,119480
2023-11-03,3395.000000,3395.000000,3353.699951,3367.550049,3359.728760,253889
2023-11-06,3375.550049,3380.100098,3338.649902,3367.199951,3359.379395,449246
2023-11-07,3300.000000,3365.750000,3299.949951,3347.600098,3339.825195,401922
2023-11-08,3345.000000,3430.149902,3345.000000,3423.899902,3415.947754,193004
2023-11-09,3436.000000,3445.000000,3381.000000,3389.350098,3381.478027,405330
2023-11-10,3385.000000,3419.600098,3377.050049,3407.350098,3399.436279,268510
2023-11-13,3421.000000,3433.500000,3398.250000,3418.000000,3410.061523,96279
2023-11-15,3465.000000,3568.800049,3413.050049,3495.500000,3487.381592,1195689
2023-11-16,3509.800049,3540.649902,3466.850098,3525.000000,3516.812988,385606
2023-11-17,3530.000000,3581.199951,3502.050049,3570.750000,3562.456787,308682
2023-11-20,3580.000000,3595.000000,3560.000000,3586.199951,3577.870850,109320
2023-11-21,3600.000000,3609.600098,3561.399902,3589.050049,3580.714355,176350
2023-11-22,3589.050049,3600.000000,3520.000000,3549.000000,3540.757324,163675
2023-11-23,3556.000000,3636.000000,3530.000000,3619.199951,3610.794189,314273
2023-11-24,3640.000000,3641.850098,3605.050049,3628.600098,3620.172363,230400
2023-11-28,3640.000000,3657.000000,3575.550049,3646.500000,3638.030762,270594
2023-11-29,3678.000000,3678.000000,3586.649902,3635.750000,3627.305664,796758
2023-11-30,3639.899902,3665.550049,3615.699951,3657.600098,3649.105225,504344
2023-12-01,3670.000000,3779.949951,3647.199951,3753.100098,3744.383301,401008
2023-12-04,3799.949951,3837.949951,3740.600098,3807.199951,3798.357422,612081
2023-12-05,3810.000000,3850.000000,3776.050049,3843.500000,3834.573242,322252
2023-12-06,3850.000000,3924.500000,3835.050049,3851.949951,3843.003662,436674
2023-12-07,3867.949951,3868.000000,3813.699951,3832.250000,3823.349365,140310
2023-12-08,3856.000000,3882.449951,3785.050049,3827.199951,3818.311035,158838
2023-12-11,3830.000000,3895.000000,3830.000000,3886.250000,3877.223877,182945
2023-12-12,3886.250000,3906.300049,3833.000000,3856.449951,3847.493164,133309
2023-12-13,3867.000000,3947.000000,3858.149902,3934.399902,3925.261963,260174
2023-12-14,3950.000000,3950.000000,3880.800049,3918.050049,3908.950195,213194
2023-12-15,3935.000000,3955.000000,3864.199951,3907.300049,3898.225098,373182
2023-12-18,3915.300049,4245.000000,3901.100098,4139.250000,4129.636230,1644295
2023-12-19,4150.000000,4174.399902,4000.050049,4019.600098,4010.264404,517133
2023-12-20,4054.800049,4105.850098,3876.399902,3909.149902,3900.070801,431656
2023-12-21,3856.000000,3974.000000,3809.149902,3966.949951,3957.736572,344486
2023-12-22,4085.000000,4120.000000,3929.550049,3955.550049,3946.363037,624973
2023-12-26,3985.000000,4017.500000,3965.100098,4004.350098,3995.049805,180722
2023-12-27,4029.949951,4052.850098,3964.550049,3977.649902,3968.411621,423652
2023-12-28,4009.449951,4031.699951,3945.250000,3959.850098,3950.653076,755352
2023-12-29,3973.000000,4030.699951,3948.050049,4024.699951,4015.352295,191945
2024-01-01,4029.000000,4058.000000,4009.000000,4025.550049,4016.200439,127992
2024-01-02,4045.050049,4049.000000,3966.699951,4041.600098,4032.213379,210466
2024-01-03,4055.000000,4110.000000,4054.149902,4085.149902,4075.661865,347303
2024-01-04,4102.000000,4127.100098,4076.550049,4088.649902,4079.153809,221232
2024-01-05,4099.149902,4114.549805,4057.000000,4077.199951,4067.730469,140037
2024-01-08,4094.000000,4096.100098,4002.050049,4015.500000,4006.173828,168440
2024-01-09,4030.850098,4218.000000,4030.000000,4193.399902,4183.660645,653704
2024-01-10,4190.950195,4229.250000,4147.899902,4180.750000,4171.040039,267109
2024-01-11,4188.000000,4197.899902,4131.000000,4159.799805,4150.138672,130818
2024-01-12,4171.649902,4188.799805,4112.600098,4154.100098,4144.452148,160204
2024-01-15,4163.100098,4179.500000,4117.200195,4163.549805,4153.879883,153484
2024-01-16,4176.299805,4200.000000,4086.899902,4103.450195,4093.919678,188669
2024-01-17,4092.000000,4132.850098,4028.250000,4106.799805,4097.261719,177690
2024-01-18,4100.000000,4105.750000,3965.000000,4041.800049,4032.412842,187562
2024-01-19,4081.000000,4151.000000,4062.899902,4141.500000,4131.881348,111523
2024-01-23,4090.000000,4133.600098,4020.000000,4083.899902,4074.414795,479654
2024-01-24,4080.000000,4212.000000,4056.000000,4199.000000,4189.247559,219206
2024-01-25,4213.950195,4221.100098,4140.000000,4205.399902,4195.632813,163965
2024-01-29,4204.000000,4318.950195,4196.350098,4305.549805,4295.549805,460409
2024-01-30,4319.000000,4335.000000,4104.200195,4143.549805,4143.549805,488753
2024-01-31,4115.000000,4212.850098,4086.350098,4140.399902,4140.399902,489648
2024-02-01,4161.000000,4249.350098,4029.449951,4104.649902,4104.649902,637794
2024-02-02,4125.000000,4289.950195,4112.100098,4162.299805,4162.299805,541066
2024-02-05,4175.000000,4250.000000,4123.950195,4147.950195,4147.950195,307429
2024-02-06,4169.799805,4250.000000,4135.049805,4216.750000,4216.750000,157896
2024-02-07,4289.950195,4289.950195,4162.049805,4249.200195,4249.200195,228370
2024-02-08,4268.000000,4335.000000,4215.000000,4226.549805,4226.549805,234880
2024-02-09,4230.700195,4301.200195,4155.899902,4275.799805,4275.799805,231257
2024-02-12,4275.799805,4359.299805,4204.000000,4218.350098,4218.350098,310740
2024-02-13,4218.000000,4499.799805,4118.000000,4313.200195,4313.200195,741449
2024-02-14,4279.450195,4448.000000,4279.399902,4379.399902,4379.399902,524202
2024-02-15,4400.000000,4405.950195,4322.950195,4346.750000,4346.750000,101879
2024-02-16,4365.149902,4417.549805,4337.000000,4398.649902,4398.649902,141679
2024-02-19,4400.950195,4449.000000,4375.000000,4416.600098,4416.600098,108346
2024-02-20,4435.000000,4455.000000,4407.549805,4435.750000,4435.750000,130657
2024-02-21,4445.000000,4538.850098,4416.049805,4440.350098,4440.350098,218181
2024-02-22,4450.000000,4587.000000,4418.000000,4552.500000,4552.500000,236905
2024-02-23,4577.000000,4592.250000,4518.600098,4536.500000,4536.500000,155098
2024-02-26,4550.000000,4595.000000,4495.000000,4565.750000,4565.750000,178913
2024-02-27,4565.649902,4646.500000,4563.000000,4585.299805,4585.299805,228401
2024-02-28,4613.950195,4658.649902,4538.299805,4576.799805,4576.799805,175775
2024-02-29,4581.299805,4720.000000,4509.049805,4679.250000,4679.250000,352636
2024-03-01,4700.000000,4704.850098,4643.549805,4700.750000,4700.750000,116894
2024-03-04,4730.049805,4738.049805,4672.200195,4689.200195,4689.200195,123044
2024-03-05,4718.399902,4759.649902,4687.149902,4730.149902,4730.149902,96230
2024-03-06,4745.000000,4745.000000,4630.100098,4708.549805,4708.549805,172883
2024-03-07,4730.000000,4743.000000,4655.750000,4668.649902,4668.649902,143365
2024-03-11,4670.000000,4972.399902,4670.000000,4730.850098,4730.850098,1126433
2024-03-12,4745.000000,4834.950195,4700.000000,4782.450195,4782.450195,409382
2024-03-13,4784.850098,4844.000000,4613.799805,4650.100098,4650.100098,379017
2024-03-14,4650.950195,4788.200195,4579.750000,4751.399902,4751.399902,242114
2024-03-15,4768.000000,4820.600098,4682.100098,4771.299805,4771.299805,229260
2024-03-18,4774.950195,4855.000000,4745.899902,4834.399902,4834.399902,171827
2024-03-19,4840.000000,4849.549805,4602.649902,4639.850098,4639.850098,371866
2024-03-20,4668.700195,4758.450195,4562.350098,4709.549805,4709.549805,179052
2024-03-21,4750.000000,4954.000000,4741.549805,4942.350098,4942.350098,461620
2024-03-22,4935.049805,4997.200195,4864.649902,4991.549805,4991.549805,281438
2024-03-26,4991.549805,5111.200195,4970.000000,5098.649902,5098.649902,427343
2024-03-27,5130.000000,5360.000000,5117.450195,5288.649902,5288.649902,791415
2024-03-28,5288.649902,5405.000000,5236.500000,5374.049805,5374.049805,398389
2024-04-01,5378.850098,5528.750000,5378.850098,5462.899902,5462.899902,370847
2024-04-02,5474.950195,5599.000000,5454.399902,5576.850098,5576.850098,263847
2024-04-03,5511.000000,5672.399902,5511.000000,5645.299805,5645.299805,341448
2024-04-04,5646.049805,5770.000000,5605.000000,5627.049805,5627.049805,366086
2024-04-05,5642.799805,5692.450195,5538.250000,5634.250000,5634.250000,242522
2024-04-08,5678.000000,5737.450195,5636.000000,5668.000000,5668.000000,234095
2024-04-09,5705.000000,5715.799805,5583.799805,5605.250000,5605.250000,146476
2024-04-10,5632.950195,5632.950195,5550.049805,5582.799805,5582.799805,182191
2024-04-12,5582.799805,5690.100098,5550.000000,5577.450195,5577.450195,201142
2024-04-15,5516.200195,5620.000000,5419.950195,5440.850098,5440.850098,217877
2024-04-16,5435.000000,5565.750000,5415.250000,5531.850098,5531.850098,267334
2024-04-18,5534.000000,5644.000000,5499.549805,5579.549805,5579.549805,502164
2024-04-19,5574.549805,5645.750000,5480.799805,5589.500000,5589.500000,478594
